customer_id,age,annual_income,loan_amount,loan_purpose,credit_score,transaction_count,spending_ratio,join_date,default_flag
CUST00670,52.0,,1021261.73,Car,648.0,49,36.8,2017-10-21,0
CUST00671,45.0,397601.8,106849.26,Other,585.0,42,9.17,2026-03-02,1
CUST00672,48.0,1105325.21,135417.78,Education,672.0,38,39.96,2023-03-02,1
CUST00673,44.0,186561.69,118451.45,Business,631.0,57,29.99,2025-11-08,1
CUST00674,36.0,,136600.17,Home,631.0,35,21.49,2022-04-21,0
CUST00675,26.0,420729.58,111569.13,Education,609.0,34,4.14,2022-08-30,0
CUST00676,36.0,374922.54,163680.28,Education,724.0,37,36.54,2023-03-23,0
CUST00677,27.0,223033.72,37185.54,Other,670.0,46,77.29,2022-07-04,0
CUST00678,43.0,595927.3,91238.84,Other,733.0,39,14.26,2024-06-12,1
CUST00679,,620368.35,43031.69,Car,757.0,34,30.02,2018-10-01,0
CUST00680,54.0,1080099.69,116543.66,Other,687.0,43,38.58,2016-02-29,1
CUST00681,42.0,732358.28,264384.06,Business,609.0,48,2.32,2020-08-13,0
CUST00682,48.0,328749.83,74276.44,Education,733.0,44,12.38,2015-01-09,0
CUST00683,35.0,267819.55,106548.04,Home,687.0,45,7.01,2015-07-18,1
CUST00684,33.0,223184.55,155420.87,Home,858.0,51,76.99,2015-08-01,0
CUST00685,43.0,924133.83,28548.69,Home,675.0,45,2.17,2015-11-21,0
CUST00686,34.0,299812.59,72166.68,Home,706.0,47,21.42,2023-02-15,1
CUST00687,41.0,927376.52,122848.77,Other,673.0,42,32.49,2021-11-14,0
CUST00688,26.0,575236.2,17357.9,Home,642.0,39,14.16,2025-09-28,1
CUST00689,28.0,521753.97,54935.49,Business,900.0,52,2.77,2018-05-01,0
CUST00690,45.0,379483.29,191092.86,Education,674.0,46,22.11,2018-10-21,1
CUST00691,48.0,615590.01,180195.59,Education,692.0,50,13.97,2020-08-19,0
CUST00692,27.0,439004.36,123573.44,Home,742.0,49,35.08,2023-12-24,0
CUST00693,45.0,367836.33,167597.17,Education,675.0,47,44.38,2025-09-12,0
CUST00694,32.0,626561.61,112314.98,Education,613.0,49,9.23,2023-05-20,0
CUST00695,38.0,411685.07,137755.68,Education,624.0,54,15.21,2020-10-29,0
CUST00696,54.0,,81683.54,Home,544.0,47,15.85,2026-03-29,1
CUST00697,47.0,597143.89,105819.24,Business,783.0,46,43.94,2017-01-31,0
CUST00698,47.0,428483.36,67546.92,Home,607.0,50,27.64,2020-05-30,1
CUST00699,59.0,564928.81,210678.81,Education,727.0,42,9.58,2017-11-02,0
CUST00700,30.0,352593.13,245962.82,Car,672.0,40,53.7,2016-11-28,0
CUST00701,27.0,241696.8,225922.59,Home,674.0,45,14.12,2019-07-24,1
CUST00702,30.0,1053403.58,77275.69,Business,641.0,47,17.43,2023-10-18,0
CUST00703,35.0,958673.37,55700.01,Home,587.0,33,11.71,2018-09-05,1
CUST00704,18.0,688239.72,212391.0,Other,573.0,49,29.2,2024-05-30,1
CUST00705,36.0,364431.78,136809.44,Business,788.0,51,19.79,2022-01-08,0
CUST00706,,380728.2,120228.65,Car,659.0,35,64.53,2023-02-17,1
CUST00707,47.0,883073.51,67495.81,Car,740.0,36,27.91,2017-10-17,0
CUST00708,42.0,370676.5,127439.66,Home,761.0,46,12.34,2024-12-02,0
CUST00709,31.0,322456.0,51474.05,Other,617.0,46,25.71,2017-05-05,1
CUST00710,44.0,1128181.2,144413.71,Education,684.0,48,70.66,2019-04-08,0
CUST00711,46.0,431991.49,225783.54,Home,654.0,49,8.58,2024-01-02,0
CUST00712,30.0,1071117.08,262663.05,Education,557.0,40,36.52,2022-12-07,1
CUST00713,33.0,219872.71,151011.98,Home,635.0,49,4.2,2018-06-11,1
CUST00714,18.0,573258.74,43078.83,Education,,46,61.53,2018-01-12,1
CUST00715,26.0,1246115.04,111123.57,Education,610.0,39,17.8,2019-12-24,0
CUST00716,30.0,4049190.39,356400.03,Home,624.0,39,12.04,2020-02-18,1
CUST00717,39.0,387704.12,58620.11,Business,636.0,37,67.82,2015-09-07,1
CUST00718,28.0,246748.29,95271.98,Home,819.0,45,24.44,2017-10-14,1
CUST00719,32.0,760074.34,230525.0,Education,503.0,47,25.16,2016-10-10,1
CUST00720,25.0,301021.2,142954.31,Education,690.0,61,18.02,2016-10-10,1
CUST00721,,,437177.16,Other,630.0,39,18.66,2019-01-24,0
CUST00722,43.0,238648.94,63594.25,Car,599.0,55,3.72,2015-05-31,0
CUST00723,42.0,963615.18,54510.39,Other,628.0,41,36.13,2022-10-13,1
CUST00724,38.0,788149.17,205761.96,Car,703.0,44,7.06,2022-09-19,0
CUST00725,21.0,435481.51,48169.09,Business,708.0,50,48.79,2017-07-14,0
CUST00726,31.0,248432.27,87722.98,Home,665.0,48,10.13,2025-01-22,1
CUST00727,34.0,953556.09,94903.14,Business,737.0,49,26.93,2021-10-28,1
CUST00728,34.0,368440.36,183798.2,Home,752.0,44,15.66,2018-08-12,1
CUST00729,39.0,254586.92,142708.7,Other,715.0,42,18.01,2017-03-25,0
CUST00730,54.0,183311.28,129863.47,Other,606.0,53,20.91,2019-12-07,1
CUST00731,47.0,320301.31,77539.4,Car,690.0,45,32.22,2026-01-13,0
CUST00732,27.0,213775.34,204638.93,Education,690.0,47,66.53,2015-01-15,1
CUST00733,45.0,324029.42,1105153.09,Education,585.0,47,17.66,2015-03-26,1
CUST00734,45.0,641910.63,149457.79,Home,524.0,53,2.98,2019-09-30,0
CUST00735,29.0,366700.21,104799.4,Business,488.0,39,57.15,2025-07-25,1
CUST00736,47.0,528525.69,45309.96,Business,656.0,49,40.09,2018-03-26,1
CUST00737,,308147.14,67340.1,Education,674.0,55,9.77,2023-08-04,0
CUST00738,22.0,457066.66,86835.77,Home,555.0,38,8.22,2021-08-07,1
CUST00739,43.0,1155970.04,71627.89,Other,734.0,40,33.29,2017-04-16,0
CUST00740,40.0,,592716.76,Home,662.0,52,29.22,2025-06-10,1
CUST00741,35.0,536174.38,286877.23,Education,758.0,48,77.66,2016-11-16,1
CUST00742,38.0,202245.26,208626.35,Home,680.0,37,36.39,2020-10-25,1
CUST00743,30.0,946052.23,89742.56,Home,565.0,52,14.83,2022-08-13,1
CUST00744,,348501.11,47812.0,Home,687.0,50,12.1,2022-10-06,1
CUST00745,38.0,748081.21,220228.43,Car,704.0,48,26.27,2024-10-26,1
CUST00746,40.0,415987.23,95852.65,Education,606.0,36,3.94,2023-02-09,1
CUST00747,42.0,600663.22,35034.89,Education,535.0,59,5.74,2022-07-22,1
CUST00748,25.0,618780.7,151366.31,Business,658.0,34,8.71,2016-10-01,1
CUST00749,28.0,352843.48,182665.52,Business,570.0,44,14.52,2018-07-11,1
CUST00750,18.0,763717.49,23027.74,Home,740.0,54,24.14,2018-12-25,1
CUST00751,,302703.05,60190.34,Home,617.0,69,38.11,2019-04-07,1
CUST00752,25.0,,92385.71,Education,788.0,47,59.46,2016-04-19,1
CUST00753,39.0,363995.71,153385.03,Business,480.0,41,51.92,2016-02-04,1
CUST00754,42.0,526906.81,72442.76,Education,661.0,48,46.5,2020-01-25,1
CUST00755,45.0,351162.2,59916.96,Home,764.0,41,17.45,2023-04-23,0
CUST00756,25.0,453607.69,152710.85,Business,579.0,44,12.4,2025-03-13,1
CUST00757,37.0,258500.56,74533.69,Home,637.0,47,32.8,2025-10-21,0
CUST00758,56.0,500708.06,136657.46,Education,618.0,35,34.32,2020-07-11,1
CUST00759,57.0,452296.82,50670.07,Home,595.0,45,9.58,2025-04-28,1
CUST00760,49.0,337703.38,43853.08,Business,670.0,53,20.83,2020-03-29,1
CUST00761,42.0,430406.77,155307.37,Car,546.0,53,11.53,2020-06-10,0
CUST00762,27.0,473071.7,114864.9,Business,641.0,59,5.51,2017-05-28,0
CUST00763,46.0,325078.34,171694.74,Home,691.0,41,31.02,2022-03-21,1
CUST00764,,414828.6,71714.21,Education,633.0,43,45.87,2018-07-26,0
CUST00765,44.0,267593.42,61263.33,Home,570.0,38,72.96,2020-07-29,1
CUST00766,31.0,1429544.64,223335.71,Business,732.0,42,22.09,2025-10-06,0
CUST00767,36.0,751299.26,39585.76,Home,900.0,36,4.44,2021-04-12,0
CUST00768,40.0,507142.37,209164.53,Home,567.0,46,81.62,2018-06-25,1
CUST00769,41.0,8652287.31,218011.44,Business,546.0,50,86.44,2022-09-15,0
CUST00770,43.0,164451.96,165388.69,Home,574.0,33,130.0,2023-05-29,1
CUST00771,32.0,123150.21,65337.11,Home,694.0,46,104.11,2021-12-21,1
CUST00772,23.0,362345.87,60481.07,Business,672.0,45,29.69,2015-06-26,1
CUST00773,56.0,222063.34,87026.38,Business,713.0,45,25.0,2017-08-07,1
CUST00774,65.0,393052.02,45386.78,Business,624.0,44,42.58,2016-06-22,1
CUST00775,43.0,,55435.95,Car,576.0,40,6.69,2025-12-26,1
CUST00776,23.0,700960.8,145341.38,Education,724.0,49,13.84,2018-07-31,1
CUST00777,29.0,250413.29,145744.37,Business,606.0,43,22.34,2020-06-14,1
CUST00778,44.0,540265.16,52588.62,Home,665.0,43,53.25,2025-05-12,1
CUST00779,,445607.97,148104.47,Business,526.0,44,54.88,2026-05-24,1
CUST00780,25.0,526367.36,129648.47,Home,604.0,62,23.32,2017-07-09,1
CUST00781,37.0,341162.45,244246.14,Other,731.0,48,7.4,2024-11-16,1
CUST00782,40.0,,138896.16,Education,593.0,44,45.31,2023-05-09,0
CUST00783,48.0,420099.0,186306.53,Car,715.0,47,6.89,2022-01-21,1
CUST00784,34.0,1074204.68,131432.22,Car,464.0,45,15.98,2016-12-04,0
CUST00785,21.0,297987.16,177718.74,Home,605.0,45,29.53,2022-12-11,1
CUST00786,45.0,641403.27,45603.04,Car,636.0,45,6.1,2022-01-16,0
CUST00787,50.0,429409.27,91761.98,Business,789.0,49,13.09,2020-02-17,0
CUST00788,37.0,375543.2,96433.64,Education,556.0,59,50.18,2021-09-29,1
CUST00789,42.0,606923.28,85284.67,Education,,43,42.61,2017-06-03,1
CUST00790,33.0,380946.13,128840.69,Home,735.0,49,8.41,2022-02-23,0
CUST00791,,116893.36,144441.2,Business,592.0,50,32.2,2016-10-05,1
CUST00792,49.0,95661.0,124910.69,Car,620.0,52,4.35,2018-04-16,1
CUST00793,42.0,835855.54,88772.63,Home,661.0,31,39.46,2020-09-08,0
CUST00794,43.0,818418.61,63485.19,Other,531.0,48,14.16,2016-11-11,1
CUST00795,,1136734.77,190672.32,Education,614.0,34,21.17,2025-07-02,1
CUST00796,26.0,438552.97,121763.96,Education,752.0,45,26.93,2025-03-10,0
CUST00797,32.0,231812.14,53574.67,Other,692.0,51,8.93,2020-06-14,0
CUST00798,40.0,358687.95,87885.27,Car,637.0,45,13.21,2021-07-18,0
CUST00799,32.0,444947.8,34683.53,Other,659.0,42,74.81,2018-05-09,1
CUST00800,47.0,267394.64,100833.14,Business,696.0,44,19.97,2017-06-09,1
CUST00801,36.0,1008815.43,87638.18,Education,712.0,49,28.08,2026-01-17,0
CUST00802,27.0,,69934.88,Home,605.0,51,28.43,2019-10-02,1
CUST00803,39.0,561934.37,255444.42,Home,773.0,58,60.56,2025-12-17,1
CUST00804,40.0,440016.77,49330.98,Car,,60,44.47,2015-10-09,0
CUST00805,48.0,,150819.01,Home,704.0,46,9.4,2016-03-23,0
CUST00806,42.0,958588.29,366599.37,Home,583.0,44,65.81,2020-06-18,1
CUST00807,43.0,459619.11,188407.18,Education,568.0,57,82.48,2023-12-27,0
CUST00808,42.0,382857.37,96865.31,Business,624.0,41,9.34,2019-11-15,1
CUST00809,36.0,562747.91,281891.76,Home,655.0,42,18.95,2024-08-26,0
CUST00810,30.0,330097.79,43597.83,Business,509.0,52,22.89,2016-07-11,0
CUST00811,41.0,476125.9,614087.42,Other,690.0,50,19.56,2024-11-03,1
CUST00812,34.0,215080.27,65368.75,Business,753.0,42,39.6,2020-02-09,0
CUST00813,57.0,761879.43,64104.63,Business,696.0,43,21.28,2018-04-11,0
CUST00814,53.0,419909.5,81162.77,Business,596.0,48,16.19,2022-05-08,1
CUST00815,45.0,789693.7,92841.75,Home,586.0,45,40.89,2023-12-13,0
CUST00816,42.0,400084.84,132075.26,Car,674.0,43,3.09,2025-09-02,0
CUST00817,,413288.07,46972.72,Other,638.0,35,29.73,2016-01-03,0
CUST00818,24.0,241310.87,65555.59,Business,685.0,48,36.35,2023-01-30,1
CUST00819,36.0,646855.68,89697.37,Business,698.0,41,63.0,2018-08-13,1
CUST00820,39.0,285523.62,87790.53,Other,737.0,49,26.53,2020-10-10,0
CUST00821,41.0,346898.95,297108.96,Home,559.0,58,4.73,2020-04-22,0
CUST00822,43.0,442645.1,113476.15,Car,668.0,61,27.76,2023-11-07,1
CUST00823,48.0,470058.34,37490.62,Education,621.0,42,4.32,2019-07-31,1
CUST00824,30.0,188518.52,126868.81,Home,642.0,42,33.58,2018-03-21,1
CUST00825,30.0,394193.45,136953.71,Education,,38,55.72,2020-08-08,0
CUST00826,54.0,658431.06,91575.88,Business,728.0,30,23.84,2022-09-08,0
CUST00827,46.0,366161.94,47665.45,Education,762.0,36,21.3,2024-09-22,1
CUST00828,34.0,395392.46,283461.85,Home,684.0,52,43.77,2015-01-22,1
CUST00829,37.0,479837.62,51951.7,Business,641.0,46,32.69,2021-07-14,1
CUST00830,37.0,415409.39,146746.71,Home,630.0,42,41.48,2015-11-01,0
CUST00831,38.0,264274.14,111305.1,Business,511.0,59,102.63,2022-02-15,1
CUST00832,43.0,434446.0,141561.05,Home,757.0,40,17.09,2022-03-05,0
CUST00833,66.0,727258.01,274886.83,Business,624.0,60,35.22,2024-10-29,0
CUST00834,40.0,261558.18,138272.73,Car,690.0,52,66.56,2017-03-19,1
CUST00835,45.0,366868.61,70601.13,Car,704.0,34,67.27,2024-02-18,0
CUST00836,19.0,221723.05,191682.45,Education,550.0,47,37.69,2022-12-01,1
CUST00837,33.0,708348.14,67598.45,Home,576.0,52,20.61,2022-08-24,1
CUST00838,52.0,,108894.5,Car,774.0,43,41.1,2022-04-27,0
CUST00839,42.0,,45440.08,Business,673.0,48,41.71,2021-04-26,1
CUST00840,18.0,463301.26,53105.26,Business,604.0,41,46.74,2015-09-25,1
CUST00841,,242364.94,101806.78,Home,640.0,55,9.95,2024-05-06,1
CUST00842,59.0,263880.66,123112.28,Business,737.0,50,81.03,2019-07-06,1
CUST00843,18.0,213188.76,35545.39,Business,725.0,43,66.73,2016-03-14,1
CUST00844,55.0,,133035.65,Business,533.0,40,24.43,2022-01-17,1
CUST00845,18.0,872108.21,60375.74,Car,781.0,39,62.35,2025-11-20,1
CUST00846,48.0,306643.41,212737.18,Home,727.0,40,23.13,2023-03-15,0
CUST00847,,558557.34,79923.19,Other,638.0,46,72.52,2017-10-29,0
CUST00848,18.0,291224.37,50303.33,Car,555.0,46,27.6,2024-05-18,1
CUST00849,43.0,5528275.91,103309.31,Car,734.0,43,11.98,2024-09-24,1
CUST00850,51.0,264860.62,56968.8,Business,688.0,49,93.69,2018-10-19,0
CUST00851,,451176.53,211370.35,Home,533.0,40,45.45,2021-01-03,1
CUST00852,,454260.3,98747.18,Business,631.0,50,21.96,2024-08-13,1
CUST00853,33.0,1416787.68,90128.71,Home,900.0,42,76.61,2016-10-23,0
CUST00854,18.0,606349.99,140797.87,Business,651.0,46,41.42,2019-01-27,1
CUST00855,46.0,1980348.38,54015.78,Other,591.0,41,19.8,2020-03-30,0
CUST00856,57.0,623138.75,45547.35,Other,569.0,49,77.26,2015-01-30,1
CUST00857,50.0,1288626.18,126122.75,Other,792.0,46,46.6,2016-12-02,0
CUST00858,18.0,195865.2,51031.46,Business,718.0,44,33.3,2022-01-04,1
CUST00859,21.0,290325.79,51021.07,Home,763.0,49,26.25,2018-01-11,0
CUST00860,29.0,392994.63,163089.37,Other,670.0,40,11.56,2017-10-11,0
CUST00861,20.0,359135.81,135271.41,Other,750.0,50,1.7,2018-05-28,0
CUST00862,38.0,,46523.01,Education,582.0,32,43.42,2016-06-06,0
CUST00863,,230471.82,68085.42,Car,663.0,35,9.43,2022-04-27,0
CUST00864,22.0,892675.16,57397.79,Home,673.0,45,11.56,2017-12-20,0
CUST00865,47.0,217226.46,286585.32,Education,761.0,61,22.83,2022-06-28,0
CUST00866,45.0,,170008.93,Business,676.0,50,23.28,2024-07-07,0
CUST00867,32.0,746324.15,76687.43,Car,600.0,48,13.0,2020-07-02,0
CUST00868,36.0,435786.43,139485.62,Car,655.0,39,43.39,2025-07-03,0
CUST00869,18.0,271116.23,43751.81,Education,516.0,51,5.09,2017-04-04,1
CUST00870,34.0,225406.83,65934.18,Home,464.0,45,42.78,2026-01-20,1
CUST00871,38.0,,105126.32,Other,717.0,42,20.79,2018-09-13,0
CUST00872,40.0,302999.13,129487.35,Home,620.0,49,12.41,2018-06-25,1
CUST00873,42.0,3567229.56,93108.85,Home,629.0,45,5.65,2026-04-04,1
CUST00874,41.0,219536.64,114554.74,Home,716.0,38,29.71,2020-03-28,0
CUST00875,35.0,664319.09,103466.37,Business,762.0,60,8.73,2023-08-04,0
CUST00876,41.0,468726.52,508133.92,Business,693.0,47,7.52,2024-03-23,0
CUST00877,49.0,486464.01,82645.25,Home,804.0,56,66.07,2020-02-25,0
CUST00878,37.0,909398.24,76438.45,Home,690.0,35,6.78,2018-08-27,1
CUST00879,41.0,355436.63,113455.11,Car,674.0,40,4.98,2020-08-24,0
CUST00880,36.0,307764.96,126309.35,Home,669.0,39,40.37,2019-06-05,0
CUST00881,,3225764.71,111192.2,Business,547.0,45,31.55,2019-10-15,1
CUST00882,44.0,401810.84,48671.15,Home,726.0,62,16.05,2017-09-23,1
CUST00883,32.0,,54211.23,Education,454.0,38,10.88,2025-07-07,1
CUST00884,42.0,292041.48,125408.17,Car,603.0,51,13.77,2021-07-30,1
CUST00885,38.0,160886.97,238709.83,Car,652.0,44,16.44,2024-02-27,0
CUST00886,35.0,334213.57,108168.91,Car,587.0,55,37.09,2022-07-30,0
CUST00887,34.0,529618.83,77110.83,Home,614.0,49,30.25,2019-01-21,1
CUST00888,32.0,473605.11,112939.13,Home,797.0,43,18.96,2018-08-29,0
CUST00889,20.0,805950.2,49906.53,Home,738.0,55,18.78,2026-04-16,1
CUST00890,42.0,1176133.91,216504.34,Home,,51,41.7,2015-04-12,1
CUST00891,41.0,,110410.06,Other,612.0,45,12.37,2018-05-22,0
CUST00892,,883158.81,66060.46,Home,548.0,47,5.44,2023-06-17,0
CUST00893,32.0,649129.26,89314.82,Car,706.0,42,61.25,2021-04-10,0
CUST00894,,1040227.12,71953.71,Home,630.0,40,18.98,2022-02-01,0
CUST00895,34.0,1116184.6,216858.86,Business,493.0,44,87.41,2015-04-01,1
CUST00896,28.0,711821.59,87435.44,Other,658.0,48,16.81,2017-07-08,0
CUST00897,,629820.46,108360.56,Business,685.0,33,25.18,2021-11-21,1
CUST00898,19.0,399266.31,139279.21,Education,727.0,35,11.47,2018-08-13,0
CUST00899,55.0,433363.16,63293.63,Business,644.0,39,30.63,2020-05-28,1
CUST00900,53.0,373652.44,864600.58,Car,620.0,49,19.17,2025-12-31,1
CUST00901,45.0,603575.13,116385.28,Business,809.0,50,21.1,2022-05-02,0
CUST00902,28.0,308607.64,38853.47,Business,651.0,41,27.32,2022-03-30,1
CUST00903,58.0,402096.3,114877.07,Home,708.0,48,17.13,2017-04-04,0
CUST00904,34.0,136272.94,96042.18,Car,607.0,38,29.89,2021-11-04,1
CUST00905,35.0,,106721.7,Home,705.0,60,13.95,2026-01-13,1
CUST00906,54.0,3518905.37,100848.82,Home,534.0,43,28.74,2022-05-09,1
CUST00907,45.0,555592.4,115324.13,Business,613.0,43,4.37,2024-01-09,0
CUST00908,62.0,917028.06,220225.2,Home,,49,6.78,2025-12-20,1
CUST00909,41.0,514086.45,48644.57,Business,602.0,41,11.3,2025-05-11,0
CUST00910,34.0,910884.93,80395.11,Other,750.0,47,8.27,2018-11-27,0
CUST00911,31.0,237787.12,147262.38,Car,,37,8.94,2018-05-25,0
CUST00912,18.0,1466938.74,131736.04,Car,707.0,53,35.48,2018-03-25,1
CUST00913,35.0,761888.2,130045.98,Education,771.0,57,19.6,2023-11-08,1
CUST00914,51.0,491197.34,515115.45,Business,648.0,41,17.14,2019-05-01,0
CUST00915,45.0,902153.23,142697.36,Home,730.0,47,30.1,2024-06-14,0
CUST00916,38.0,246639.38,194573.0,Home,,54,31.83,2024-03-16,1
CUST00917,27.0,382962.58,82105.21,Education,659.0,43,15.53,2022-08-27,1
CUST00918,40.0,910842.43,54407.24,Other,710.0,42,50.97,2016-05-22,0
CUST00919,49.0,173940.73,81749.06,Home,797.0,43,20.52,2023-03-08,1
CUST00920,43.0,585504.35,151323.64,Car,599.0,54,37.94,2017-05-18,0
CUST00921,40.0,577283.11,126007.5,Other,573.0,46,13.93,2021-05-08,1
CUST00922,29.0,1184241.34,125737.39,Home,569.0,49,29.23,2017-08-16,0
CUST00923,48.0,200490.53,86802.73,Home,730.0,34,40.52,2015-09-18,0
CUST00924,18.0,989361.96,78882.8,Education,740.0,40,37.23,2022-04-25,1
CUST00925,42.0,334457.34,88617.59,Home,607.0,39,34.8,2020-03-09,1
CUST00926,66.0,353802.9,152464.23,Home,479.0,42,13.34,2022-05-17,1
CUST00927,21.0,240144.91,163478.45,Education,596.0,44,7.91,2020-08-21,0
CUST00928,35.0,256805.43,53973.85,Business,694.0,40,7.02,2019-04-11,1
CUST00929,38.0,541317.45,155967.91,Education,645.0,38,16.46,2015-03-07,1
CUST00930,33.0,253681.3,66807.28,Car,664.0,47,15.49,2018-03-05,0
CUST00931,49.0,640588.25,130790.62,Education,608.0,34,32.22,2025-02-13,0
CUST00932,43.0,317590.14,87976.11,Education,731.0,47,24.43,2023-09-04,1
CUST00933,40.0,241224.45,252577.43,Business,677.0,51,7.23,2020-05-01,1
CUST00934,47.0,339794.2,76815.0,Business,697.0,43,45.65,2015-05-14,1
CUST00935,38.0,523532.08,109882.52,Business,663.0,56,28.04,2026-04-27,1
CUST00936,73.0,385125.05,142053.06,Business,692.0,49,12.56,2023-06-29,1
CUST00937,,450045.99,58432.33,Business,687.0,41,14.51,2015-04-03,0
CUST00938,40.0,626625.11,94493.45,Home,576.0,57,60.95,2017-06-01,1
CUST00939,19.0,760104.14,84124.16,Other,680.0,44,8.27,2016-12-14,1
CUST00940,32.0,378871.49,72526.83,Business,713.0,47,63.15,2025-05-17,1
CUST00941,51.0,262469.19,75823.7,Car,742.0,60,19.19,2025-12-20,0
CUST00942,23.0,459570.32,192376.33,Home,,40,20.26,2019-10-03,1
CUST00943,18.0,559794.37,534163.31,Education,573.0,45,30.23,2017-01-16,1
CUST00944,38.0,213125.69,138668.95,Car,585.0,46,5.29,2022-05-20,0
CUST00945,53.0,283423.03,119223.72,Business,615.0,38,27.95,2018-02-18,0
CUST00946,38.0,308786.86,42693.93,Education,665.0,40,39.95,2016-05-22,0
CUST00947,34.0,398749.59,134793.82,Home,640.0,41,16.1,2017-12-23,0
CUST00948,18.0,302393.08,42272.5,Home,560.0,46,22.93,2017-12-01,1
CUST00949,,630028.52,143897.3,Business,560.0,60,88.7,2015-08-14,1
CUST00950,,198279.59,72815.56,Home,482.0,48,43.06,2023-01-20,1
CUST00951,18.0,200815.26,99212.61,Business,400.0,50,10.52,2019-01-18,1
CUST00952,50.0,374390.85,45407.48,Home,639.0,39,15.28,2021-04-29,0
CUST00953,46.0,405215.21,106237.18,Car,836.0,49,18.71,2021-04-30,0
CUST00954,50.0,213774.73,172158.4,Education,794.0,48,44.99,2023-11-09,0
CUST00955,44.0,326643.81,60828.93,Home,572.0,48,10.49,2023-10-06,0
CUST00956,45.0,362028.45,68576.13,Business,662.0,39,37.3,2021-06-23,0
CUST00957,44.0,363433.29,129673.19,Business,533.0,45,37.48,2024-08-19,1
CUST00958,48.0,477319.21,131632.73,Home,545.0,44,24.06,2021-07-18,1
CUST00959,18.0,317810.5,22913.75,Car,554.0,38,46.06,2015-04-20,1
CUST00960,21.0,926267.32,330791.59,Business,632.0,53,11.47,2024-11-11,1
CUST00961,30.0,564729.6,135554.91,Business,635.0,46,52.61,2023-11-05,1
CUST00962,37.0,295505.65,149964.1,Education,670.0,54,4.13,2019-11-18,0
CUST00963,42.0,463821.82,90569.77,Business,703.0,40,10.43,2019-06-11,0
CUST00964,42.0,470714.8,32428.34,Home,623.0,46,4.25,2025-04-15,1
CUST00965,50.0,812085.36,147980.12,Home,653.0,43,12.07,2019-11-23,0
CUST00966,51.0,327685.24,70325.32,Business,562.0,38,37.97,2019-04-12,1
CUST00967,28.0,649312.47,136811.46,Business,542.0,44,31.19,2023-06-02,1
CUST00968,41.0,451769.44,86570.93,Business,530.0,38,27.77,2018-10-11,0
CUST00969,29.0,,113871.24,Home,702.0,47,11.9,2019-08-23,1
CUST00970,36.0,843610.12,62006.98,Education,623.0,52,22.64,2023-12-17,0
CUST00971,42.0,488204.5,165815.89,Business,500.0,62,52.98,2017-07-26,1
CUST00972,18.0,388038.05,48386.33,Home,645.0,60,12.36,2015-02-18,1
CUST00973,65.0,6553460.3,379777.81,Education,550.0,48,12.87,2018-11-13,1
CUST00974,44.0,404244.43,378045.25,Education,783.0,33,13.36,2016-12-23,0
CUST00975,31.0,1024949.14,262923.86,Home,604.0,40,26.67,2019-02-27,1
CUST00976,59.0,460116.52,212200.61,Car,705.0,49,35.57,2015-10-29,0
CUST00977,34.0,361196.96,93832.92,Home,737.0,41,41.56,2021-10-10,0
CUST00978,39.0,351579.96,198774.84,Other,950.0,50,18.67,2020-11-19,0
CUST00979,33.0,241224.23,93180.53,Home,656.0,44,17.27,2018-02-17,1
CUST00980,56.0,584364.12,38866.56,Home,694.0,29,14.7,2022-03-21,0
CUST00981,37.0,293606.11,243268.45,Home,659.0,42,33.97,2016-08-29,1
CUST00982,40.0,766104.7,194326.43,Home,679.0,40,5.51,2015-02-13,0
CUST00983,51.0,231777.35,96876.92,Home,544.0,44,20.73,2020-06-24,1
CUST00984,44.0,471474.7,47329.52,Education,694.0,39,20.84,2016-11-08,0
CUST00985,37.0,786314.31,69444.25,Home,611.0,38,37.86,2024-11-02,1
CUST00986,50.0,150825.15,33100.8,Home,678.0,44,7.3,2018-06-24,1
CUST00987,66.0,1213637.7,174041.41,Home,724.0,54,39.97,2019-12-06,0
CUST00988,,357666.91,37722.6,Car,704.0,45,32.48,2018-05-20,0
CUST00989,,474751.93,117254.08,Home,678.0,49,75.66,2019-12-26,1
CUST00990,40.0,588730.98,59503.12,Education,701.0,49,66.25,2016-02-12,1
CUST00991,52.0,636070.4,41939.27,Business,705.0,43,50.41,2025-09-25,0
CUST00992,31.0,507342.69,113892.81,Business,770.0,52,2.93,2016-12-26,0
CUST00993,35.0,728463.13,80799.04,Home,647.0,38,8.02,2019-07-19,1
CUST00994,21.0,573512.7,163229.66,Business,663.0,37,46.19,2024-09-25,0
CUST00995,25.0,1067084.34,46140.06,Business,725.0,47,20.33,2019-11-26,0
CUST00996,32.0,574447.38,62668.31,Home,611.0,37,66.18,2023-01-20,1
CUST00997,37.0,1181526.45,23562.57,Car,543.0,40,24.51,2015-10-15,1
CUST00998,57.0,694216.69,26619.31,Business,689.0,58,36.92,2018-05-28,0
CUST00999,44.0,179355.46,290371.22,Car,634.0,50,35.05,2023-09-25,1
CUST01000,28.0,1632382.79,344606.67,Car,553.0,45,24.02,2018-01-10,1
CUST01001,30.0,331979.32,104363.55,Education,,46,46.73,2019-10-04,0
CUST01002,53.0,934504.77,60216.56,Home,764.0,41,39.01,2015-12-03,0
CUST01003,50.0,448380.16,82531.11,Other,520.0,47,8.78,2020-10-19,1
CUST01004,38.0,752040.25,166732.25,Home,732.0,44,92.69,2019-01-04,1
